list_name,name,label::English,label::Arabic,Governorate
sanitation,less_preferred,Relied on a less preferred sanitation facilities (latrines/toilets)  ,??????? ??? ????? ????? ????? ????? ??????? (????????),
sanitation,dangerous_sanitation,Gone to a sanitation facility (latrine/toilet) in a dangerous place,???? ??? ???? ????? ????? (?????) ?? ???? ????,
sanitation,open_defecation,Defecated in the open ,?????? ?? ??????,
sanitation,none,None of the above,?? ??? ??? ???,
sanitation,other,Other (please list); ,????,
,,7. More than 2 hours,,
disposal,garbage_bin,Communal garbage bin emptied by municipality,????? ????? ?????? ??? ??????? ?? ??? ???????,
disposal,private,Private container,????? ????,
disposal,rubbish_pit,Rubbish pit,???? ???????,
disposal,burning,Burning,??? ???????,
disposal,inside_residential,Throw in street / open space inside residential area,??? ??????? ?? ?????? / ????? ?????? ???? ??????? ???????,
disposal,outside_residential,Throw in street/open space outside residential area,??? ??????? ?? ?????? / ????? ?????? ???? ??????? ???????,
disposal,burying,Burying,??? ???????,
disposal,other,Other,????,
,,7. More than 2 hours,,
frequency,everyday,Every day,?? ???,
frequency,twice ,Twice a week,????? ?? ???????,
frequency,every_week,Every week,?? ?????,
frequency,two_weeks,Every two weeks,?? ???????,
frequency,month,Every month,?? ???,
frequency,less_than,Less than once a month,??? ?? ??? ?? ?????,
frequency,don.U.0092.t_know,Don't know,?? ????,
,,7. More than 2 hours,,
drain,septic_tank,Covered and lined septic tank/cesspool,???? ??? ??? ???? ????? / ??????,
drain,hole,A handdug hole in the ground,??? ???? ?? ?????,
drain,communal_line,It is connected to a communal lined drainage and to the sewage,?????? ??? ??? ????? ?????? ?????? ?????? ?????,
drain,stagnant_field,It drains into the field at the back of the shelter and remains stagnant, ???? ??? ?????? ?? ????? ?????? ?? ?????? ????? ??????,
drain,nothing,There is no mechanism available,?? ???? ???? ?????,
drain,other,"Other, please specify",??? ??? (???? ???????,
drain,dont_know,Don't know,?? ????,
,,7. More than 2 hours,,
sewage_visibility,never,Never visible,??? ????? ????,
sewage_visibility,sometimes,Sometimes visible ,?????? ???? ?????,
sewage_visibility,always,Always visible,????? ?????,
,,7. More than 2 hours,,
waste_visibility,solid_waste,Solid waste or trash,???????? ?????? ?? ???????,
waste_visibility,feaces,Human feaces,???? ???????,
waste_visibility,dead_animals,Dead animals,????????? ???????,
waste_visibility,rodents,Rodents,???????,
waste_visibility,stagnant_water,Stagnant water,???? ?????,
waste_visibility,animal_faeces,Animal faeces,???? ?????????,
waste_visibility,none,None of the above,????? ??? ???,
,,7. More than 2 hours,,
household_health,diarrhoea,Diarrhoea,???????,
household_health,cholera,Cholera,????????,
household_health,infection,Skin/Eye infection,?????? ????? ?? ?????,
household_health,none,None,????? ??? ???,
,,7. More than 2 hours,,
soap_access,all_day,"Access all day, everyday.",?????? ???? ????? ? ?? ???.,
soap_access,five_times,Access at least 5 times a week.,???? ?? ?? ??? ?? 5 ???? ?? ???????.,
soap_access,once_week,Access at least once a week,?????? ??? ????? ??? ????? ?? ???????,
soap_access,once_month,Access at least once a month,?????? ??? ????? ??? ????? ?? ?????,
soap_access,dont_know,Don't know,?? ????,
,,7. More than 2 hours,7. More than 2 hours,
no_soap,unavailable,It is unavailable at the local market,???? ?????? ?? ????? ???????,
no_soap,substitute,We prefer a substitute (IE: ash),??? ????? ?????? ?? ??????? ( ??????? ????),
no_soap,waiting,We are waiting for the next distribution,??? ????? ??????? ?????? ?????? ??? ???????,
no_soap,need_to_buy_again,"We ran out of soap, but intend to buy it again soon",??? ??? ??? ??????? ?????? ???? ????? ??? ????,
no_soap,market_too_far,The market is too far,????? ???? ???,
no_soap,unaffordable,We cannot afford it,?? ?????? ?????? ??? ???????,
no_soap,not_necessary,Soap is not necessary,??????? ??? ?????,
no_soap,allergy,Allergies,????? ?? ???????? ??? ?????????,
no_soap,other,Other,????,
,,7. More than 2 hours,,
handwash_duration,on_premises,Handwashing device on premises,??????? ?? ??????/ ?? ?????,
handwash_duration,less_than_five,Less than 5 minutes,??? ?? 5 ?????,
handwash_duration,five_fifteen,Between 5 and 15 minutes,??? 5 ? 15 ?????,
handwash_duration,sixteen_thirty,Between 16 and 30 minutes,??? 16 ?  30 ?????,
handwash_duration,more_than_thirty,More than 31 minutes,???? ?? ??? ????,
handwash_duration,no_facilities,No handwashing facilities available,?? ???? ????? ??????,
,,7. More than 2 hours,,
hygiene_source,ngo,Distribution from NGO/area management,??????? ?? ???????? ??? ???????? / ????? ????????,
hygiene_source,gov,Distribution from Government,??????? ?? ???????,
hygiene_source,market_too_far,Buy it from the market,????? ?? ?????,
hygiene_source,friends_family,Friends/Family,??????/ ???????,
hygiene_source,other,Other,????,
hygiene_source,refuse,Refuse to answer,???? ??? ???????,
,,7. More than 2 hours,,
hygiene_problems,none, No,?? ????? ?? ?????,
hygiene_problems,expensive,Soap and other hygiene items are too expensive,??????? ????? ??????? ?????? ????? ?????,
hygiene_problems,unavailable,Soap and other hygiene items are not available at the market,??????? ????? ??????? ?????? ??? ?????? ?? ?????,
hygiene_problems,too_far,The market is too far away ,????? ???? ???,
hygiene_problems,inaccessible,The market is difficult to reach (especially for people with disabilities),?? ????? ?????? ??? ????? (???? ??????? ??????? ??? ???????),
hygiene_problems,dangerous,Going to the market is dangerous ,?????? ??? ????? ??? ????,
hygiene_problems,inaccessible_groups,Some groups do not have access to the market,??? ????????? ?? ?????? ?????? ??? ?????,
hygiene_problems,bad_quality,Don’t like quality of soap and other hygiene items,?? ????? ???? ??????? ????? ??????? ??????,
hygiene_problems,other,Other (specify),??? ??? (???),
hygiene_problems,dont_know,Don't know,?? ????,
,,7. More than 2 hours,,
hygiene adapt,less_preferred_NFI,Rely on less preferred types of NFI,???????? ??? ????? ??? ??????? ?? ?????? ??? ????????,
hygiene adapt,soap_substitutes_sand_or_other_rubbing_agents_for_soap_clothing_etc.),"Rely on soap substitutes (sand or other rubbing agents for soap, clothing for diapers, etc.)",???????? ??? ????? ??????? (????? ?? ????? ??? ???? ??????? ? ????? ???????? ? ???.),
hygiene adapt,market_far_away,Buying NFI at a market place further than the usual one,???? ?????? ??? ???????? ?? ??? ???? ?? ????? ???????,
hygiene adapt,dangerous_market,Buying NFI at a market place in a dangerous place,???? ?????? ??? ???????? ?? ????? ?? ???? ????,
hygiene adapt,from_a_relative, Borrow NFI from a friend or relative ,?????? ???? ??? ?????? ?? ???? ?? ????,
hygiene adapt,spend_money, Spend money (or credit) on NFI that should otherwise be used for other purposes,  ????? ????? (?? ????????) ??? ?????? ??? ???????? ???? ????? ????????? ?????? ????,
hygiene adapt,reduce_consumption,Reduce NFI consumption for personal hygiene,????? ??????? ?????? ??? ???????? ?? ??? ??????? ???????,
hygiene adapt,laundry_other," Reduce NFI consumption for other purposes (cleaning dishes, laundry, etc.) ",  ????? ??????? ?????? ??? ???????? ?????? ???? (????? ??????? ??????? ??? ??? ???),
hygiene adapt,specify,Other (specify) ,??? ??? (???),
,,7. More than 2 hours,,
hygiene_practise,critical_times,Critical times to wash hands ,??????? ???????? ???? ??????,
hygiene_practise,water_handling,Water handling and storage,?????? ?????? ????????,
hygiene_practise,water_treatment,Household Water treatment ,?????? ?????? ????????,
hygiene_practise,waste_disposal,Waste disposal,?????? ?? ????????,
hygiene_practise,hygiene,Personal and domestic hygiene,??????? ??????? ?????????,
hygiene_practise,none,None of the above,????? ??? ???,
,,7. More than 2 hours,,
hygiene_support,cash_water_items,"Cash for buying water items (containers, water treatment, etc.) or buying water",????? ????? ???? ?????? ??????? (???????? ? ??????? ?????? ??????? ??? ??? ???) ?? ???? ??????,
hygiene_support,distribution_water_items," Direct provision/distribution of water items (containers, water treatment, etc.)",  ??????? ??????? / ????? ?????? ??????? (???????? ? ?????? ?????? ? ???),
hygiene_support,water,Direct provision of water (water trucking),??????? ??????? ?????? (??? ?????? ?????????),
hygiene_support,construction, Construction/rehabilitation of water points    ,  ???? / ????? ????? ???? ??????,
hygiene_support,advice_construction, Advice on construction/rehabilitation of water points ,  ??????? ???? ???? / ????? ????? ???? ??????,
hygiene_support,advice_treatment, Advice on water treatment ,  ??????? ???? ?????? ??????,
hygiene_support,cash_sanitation_facilities,Cash to build or improve sanitation facilities (toilets/latrines,????? ?? ????? ????? ?? ????? ????? ????? ????? (????????),
hygiene_support,construction_sanitation, Direct construction or rehabilitation of sanitation facilities toilets/latrines) ,  ?????? ??????? ?? ????? ????? ?????? / ????? ????? ?????),
hygiene_support,advice_sanitation_facilities, Advice on construction/rehabilitation of sanitation facilities (toilets/latrines),  ??????? ???? ????/ ????? ????? ????? ????? ????? (????????),
hygiene_support,cash_soap_etc_toothbrush," Cash for buying hygiene items (soap, diapers, pad, toothbrush, toothpaste, etc.)",  ??????? ??????? ????? ???? ??????? (??????? ? ???????? ? ????? ? ????? ??????? ? ????? ??????? ? ???),
hygiene_support,direct_soap_etc_toothbrush," Direct provision of hygiene items (soap, diapers, pad, toothbrush, toothpaste, etc.)",  ????? ????? ??????? (????? ? ?????? ? ??? ? ????? ????? ? ????? ????? ? ???.),
hygiene_support,advice_personal_hygiene, Advice on personal hygiene ,  ??????? ???? ??????? ???????,
,,7. More than 2 hours,,
coping_mechanisms,jerrycans_soap,"Rely on less preferred types of NFI (jerrycans, soap, etc.)",????? ??? ????? ??? ??????? ?? ?????? ??? ???????? (???????? ???????? ??? ??? ???),
coping_mechanisms,buying_nfi,"Buying NFI (jerrycans, soap, etc.) at a marketplace in a dangerous place",???? ?????? ??? ???????? (????? ????? ???????? ??? ??? ???) ?? ??? ??????? ?? ???? ????,
coping_mechanisms,spend_money_nfi,"Spend money (or credit) on NFI (jerrycans, soap, etc.) that should otherwise be used for other purposes ",???? ????? (?? ????????) ??? ???? ??? ?????? (????? ?????? ???????? ??? ??? ???) ???? ????? ????????? ?????? ????,
coping_mechanisms,reduce_nfi_consumption,"Reduce NFI (jerrycans, soap, etc.) consumption for personal hygiene ",??? ?? ??????? ?????? ??? ???????? (????????? ? ???????? ? ???) ??????? ???????,
coping_mechanisms,none,None of the above,????? ??? ???,
coping_mechanisms,other,Other (please list); ,???? (???? ?????) ?,
,,7. More than 2 hours,,
shower,communal_line,Communal showers ,?????? ???? ,
shower,no_shower,No shower,?? ???? ??????,
shower,private_household,Private showers built by the household,?????? ???? ?? ?????? ?????? ??????,
shower,private_shower,Private showers built by other organisation,?????? ???? ?? ?????? ?? ??? ?????? ????,
shower,private_shower_previous,Private showers built by other,???? ??? ?? ?????? ?? ??? ?????,
shower,other,"Other, please specify",????,
,,7. More than 2 hours,,
shower_observation,running_water,Running water,???? ?????,
shower_observation,hot_water,Running hot water,???? ????? ,
shower_observation,drainage,A proper drainage (e.g. no standing/stagnant water in the shower),????? ????? (??? ???? ?????? ??? ???? ???? ????? ?? ??????),
shower_observation,segregation,A sufficient segragation between men and women,?????? ?????? ???????,
shower_observation,privacy_partitions,Sufficient privacy partitions,????? ?????? ?????,
shower_observation,structure,Proper walls/doors/windows (e.g. no broken doors/walls/windows),??????? / ??????? / ??????? ???????? (??? ???? ?????? ??? ???? ????? ?????? / ????? / ????? ??????),
shower_observation,adequate_lock,An adequate lock,??? ?????,
shower_observation,sufficient_lighting,Sufficient lighting,????? ?????,
shower_observation,clean,It is clean enough,???? ????? ??? ??? ???????,
shower_observation,convenient,It is located in a covenient area (the HH has no privacy or dignity concerns),??? ?? ????? ????? (?? ???? ??? ?????? ?? ????? ????? ????????? ?? ???????),
shower_observation,accessible,The shower is accessible for persons with disabilities,?????? ???? ??????? ??? ???????,
,,7. More than 2 hours,,
drinking_water_school,piped,Piped water supply,??????? ?????? ??? ????????,
drinking_water_school,protected_well,Protected well/Spring,??? /????? ????,
drinking_water_school,rainwater,Rainwater,???? ???????,
drinking_water_school,unprotected_well,Unprotected well/spring,??? /????? ??? ????,
drinking_water_school,tanker,Tanker/Truck/Cart,????? ????/???? ????..,
drinking_water_school,surface_water,Surface Water,???? ?????,
drinking_water_school,no_water,No water Source available,?? ???? ???? ???? ????,
drinking_water_school,dont_know,Don't know,?? ????,
,,7. More than 2 hours,'iimdadat almiah eabr al'anabib,
distance,premises,On premises,?? ?????? ????,
distance,500m,Upto 500m,??? 500?,
distance,more_500m,500m or further,????? 500? ?? ????,
distance,dont_know,Don't know,?? ????,
,,7. More than 2 hours,,
sanitation_problem,no_locks,There are no locks on the inside of the doors,??? ???? ????? ??????? ?? ??????,
sanitation_problem,not_maintained, Are not maintained                                             ,?? ??? ??????? ??????? ?????,
sanitation_problem,no_space,There is not enough space to practice proper Menstrual Hygiene Management  ,?? ???? ????? ????? ??????? ????? ??????? ??????? ????????,
sanitation_problem,no_water,There is no running water,?? ???? ????,
sanitation_problem,other,"Other, please specify",??? ??? (???? ???????,
,,7. More than 2 hours,,
wash_concern,access_water," Being able to access water for drinking, cooking, bathing and washing (both quality and quantity)",?????? ??? ?????? ??? ?????? ????? ?????? ?????????? ??????? (?????? ???????),
wash_concern,access_sanitation, Being able to access adequate sanitation facilities (toilets/latrines) ,  ?????? ??? ?????? ??? ????? ????? ????? ???????? (????????),
wash_concern,personal_hygiene,Being able to ensure personal hygiene,?????? ??? ???? ??????? ???????,
wash_concern,environment,"Having a healthy environment around the house, e.g. no visible solid waste, stagnant water, etc. ",?????? ??? ???? ???? ?? ???? ????? ?????? ? ??? ???? ?????? ?? ???? ?????? ???? ????? ? ???? ????? ? ???.,
wash_concern,mitigation,Mitigating flood/drought risk,??????? ?? ????? ????????? / ??????,
wash_concern,school_sanitation,The school sanitation facilities being inadequate,????? ????? ????? ???????? ??? ?????,
wash_concern,area_sanitation,The area sanitation facilities being inadequate,????? ????? ????? ?? ?????? ??? ?????,
wash_concern,no_concern, No problem or concern ,  ?? ????? ?? ???,
,,7. More than 2 hours,,
flood_damage,damage,Damage to shelter,??? ?? ??????,
flood_damage,destroyed,Shelter completely destroyed,???? ?????? ???????,
flood_damage,leaking,Shelter leaking,????? ?? ??????,
flood_damage,flooded,Shelter flooded,???? ?????? ??????,
flood_damage,no_comment,Prefer not to say,???? ??? ???????,
flood_damage,other,"Other, please specify",????,
,,7. More than 2 hours,,
flood_activities,school_inaccessible,Children could not get to school,?? ????? ??????? ?????? ??? ???????,
flood_activities,mobility,Mobility of adults affected,???? ??? ??????? ????????,
flood_activities,electricity,Electricity services negatively affected,???? ????? ??? ????? ????????,
flood_activities,water,Water services negatively afftected,???? ????? ??? ????? ??????,
flood_activities,agriculture,Affected livelihoods due to damage to agricultural land,????? ??? ????? ???? ??????? ???? ???? ??????? ????????,
flood_activities,sickness,People getting sick,????? ???? ?????,
flood_activities,loss,Loss/damage to households' items,????? / ??? ???? ??????,
flood_activities,other,"Other, please specify",????,
,,7. More than 2 hours,,
flood_causes,drainage,Poor drainage systems,??? ???? ????? ????? ?????? ???? ???????,
flood_causes,sewage,Water sewage system overflows,??? ???? ????? ?????,
flood_causes,waterway_capacity,Water not being able to flow away due to lack of waterway capacity (rivers),??? ???? ?????? ??? ?????? ?????? ???? ??? ??? ????? ?????? (???????),
flood_causes,levees,Dams or levees breaking,??? ?? ??????,
flood_causes,absorption,Surface water increased due to poor soil absorption,????? ?????? ??????? ???? ??? ?????? ?????? ???,
flood_causes,shelters,Irregulated shelters affecting surface water flow,??????? ??? ??????? ???? ???? ??? ???? ?????? ???????,
flood_causes,deforrestation,Deforrestation ,????? ???????,
flood_causes,precipitation,Severe precipitation,???? ??????? ???????,
flood_causes,climate,Climatic changes,???????? ????????,
flood_causes,other,"Other, please specify",??? ??? (???? ???????,
flood_causes,don.t_know,Don.t know,?? ????,
flood_causes,dont_know,Don’t know,?? ????,
,,7. More than 2 hours,,
flood_mitigation,nothing,Nothing,?? ???,
flood_mitigation,shelter_strengthened,Strengthened my shelter,????? ??????,
flood_mitigation,location,Moved to a different location,???????? ??? ????? ????,
flood_mitigation,drainage_area,Better drainage systems in place in the area,????? ???? ????? ????? ?? ???????,
flood_mitigation,drainage_ourselves,Better drainage system built ourselves around the tent,???? ???? ??? ???? ??????? ??? ??????,
flood_mitigation,sandbags,Sandbags,??????? ????? ?????,
flood_mitigation,windows_doors,Improved windows and doors of shelter,????? ????? ?????? ??????,
flood_mitigation,warning_system,Used early warning system,??????? ???? ??????? ??????,
flood_mitigation,other,Other,????,
,,7. More than 2 hours,,
drought_impact,lack_of_drinking_water,Lack of drinking water available,??? ?? ???? ????? ???????,
drought_impact,lack_of_water ,Lack of water for other purposes than drinking,??? ?????? ?????? ???? ??? ?????,
drought_impact,salinization,Salinization of water,????? ?????,
drought_impact,insufficient_water_crops,Not enough water to meet the water needs of crops,?? ???? ???? ????? ?????? ?????????? ??????? ????????,
drought_impact,livelihood_opportunities,Negative effect on livelihood opportunities for area residents,??????? ?????? ??? ??? ??????? ????? ???????,
drought_impact,cost,Prices of food and water increase,????? ????? ?????? ???????? ??????? ,
drought_impact,insufficient_food,Not enough food available,?? ???? ?? ???? ?? ??????,
drought_impact,electricity,Electricity services negatively affected,???? ???? ???? ??? ????? ????????,
drought_impact,sickness,Cause of diseases (i.e. cholera),????? ???????? (??? ????????),
drought_impact,wildfires,Wildfire in area surroundings,????? ?????? ??????? ?? ???? ???????,
drought_impact,displacement,Displacement of area residents,????? ?? ???? ???? ???????,
drought_impact,nothing,Nothing,?? ???,
drought_impact,other,"Other, please specify",??? ??? (???? ???????,
,,7. More than 2 hours,,
drought_causes,rain,Less rain,??? ???????,
drought_causes,river,River dries up quicker,???? ????? ?????,
drought_causes,groundwater,Less groundwater available,???? ????? ????? ???? ????,
drought_causes,population_increase,Population growth increased the demand of water,?????? ????? ??? ????? ???? ?????? ????? ???????,
drought_causes,irrrigation,Poor irrigation systems,??? ??? ????,
drought_causes,water_management,Poor water management,??? ????? ??????,
drought_causes,climate,Climatic changes,???????? ????????,
drought_causes,other,"Other, please specify",??? ??? (???? ???????,
drought_causes,dont_know,Don’t know,?? ????,
,,7. More than 2 hours,7. ???? ?? 2 ????,
drought_mitigation,water_capacity,Increase water capacity,????? ??? ??????,
drought_mitigation,water_intensive_farming,Less water intensive farming,????? ????? ?????? ???????,
drought_mitigation,water_resources,Locating new water resources,????? ????? ????? ?????,
drought_mitigation,purchase_water,Purchase more water,???? ?????? ?? ??????,
drought_mitigation,recycling_water,Water recycling,????? ????? ??????,
drought_mitigation,improving_water_system,Improving current water system fixing leaks etc,????? ?????? ?????? ????? ?????? ???,
drought_mitigation,diet,Changing diet,????? ?????? ???????,
drought_mitigation,nothing,Nothing,?? ???,
drought_mitigation,other,Other,????,
,,7. More than 2 hours,,
yes_no_stn,whole_block,"Yes, with the whole block",???? ?? ?????? ??????,
yes_no_stn,few_households,"Yes, with a few households",???? ?? ??? ?????,
yes_no_stn,no,No,???,
yes_no_stn,dont_know,Don’t know ,?? ????,
,,7. More than 2 hours,,
yes_no_soap,yes_soap,"Yes, soap present",???? ???? ?????,
yes_no_soap,yes_no_soap_present,"Yes, no soap present",??? ????? ????? ??? ????? ?????????,
yes_no_soap,no,No,???,
,,7. More than 2 hours,,
why_free_techniques,sufficiently_cleans,Because it sufficiently cleans the water,?????? ?????? ???? ????,
why_free_techniques,unaffordable,Because we cannot afford any other treatment method,????? ?? ?????? ???? ?? ????? ?????? ????,
why_free_techniques,no_products,Because there are no treatment products/filters available in the markets,???? ?? ???? ?????? ?????? / ?????? ?????? ?? ???????,
why_free_techniques,other,"Other, please specify",??? ??? (???? ???????,
why_free_techniques,dont_know,Don't know,?? ????,
,,7. More than 2 hours,,
hygiene_adapt,less_preferred,Rely on less preferred types of NFI,???????? ??? ????? ??? ??????? ?? ?????? ??? ????????,
hygiene_adapt,soap_substitutes ,"Rely on soap substitutes (sand or other rubbing agents for soap, clothing for diapers, etc.)",???????? ??? ????? ??????? (????? ?? ????? ??? ???? ??????? ? ????? ???????? ? ???.),
hygiene_adapt,market_further,Buying NFI at a market place further than the usual one,???? ?????? ??? ???????? ?? ??? ???? ?? ????? ???????,
hygiene_adapt,market_dangerous,Buying NFI at a market place in a dangerous place,???? ?????? ??? ???????? ?? ????? ?? ???? ????,
hygiene_adapt,borrow_nfi, Borrow NFI from a friend or relative ,?????? ???? ??? ?????? ?? ???? ?? ????,
hygiene_adapt,spend_credit_nfi,Spend money (or credit) on NFI that should otherwise be used for other purposes,  ????? ????? (?? ????????) ??? ?????? ??? ???????? ???? ????? ????????? ?????? ????,
hygiene_adapt,reduce_nfi_consumption_hygiene, Reduce NFI consumption for personal hygiene,????? ??????? ?????? ??? ???????? ?? ??? ??????? ???????,
hygiene_adapt,reduce_nfi_consumption_for_other_purposes_cleaning_hygiene," Reduce NFI consumption for other purposes (cleaning dishes, laundry, etc.) ",  ????? ??????? ?????? ??? ???????? ?????? ???? (????? ??????? ??????? ??? ??? ???),
hygiene_adapt,other, Other (specify) ,??? ??? (???),
hygiene_adapt,dont_know, Don't know,?? ????,
,,7. More than 2 hours,,
yes_no_dk,yes,Yes,???,
yes_no_dk,no,No,???,
yes_no_dk,don.U.0092.t_know,Don't know,?? ????,
,,7. More than 2 hours,7. More than 2 hours,
sector,agriculture,Agriculture,???????,
sector,livestock,Livestock,???????,
sector,commercial,Commercial,???????,
sector,manufacturing,Manufacturing,???????,
sector,construction,Construction,????? ????,
sector,transportation,Transportation,?????,
sector,medical,Medical,????/ ?????,
sector,education,Education,???????,
sector,hotels_restaurants,Hotels/Restaurants,??????? ?? ???????,
sector,cleaner_cook,Cleaner/Cook,??????? / ?????,
sector,i_t,I.T,???? ????? ???????,
sector,mining,Mining,?????,
sector,real_estate,Real Estate,????????,
sector,government,Government,????? ?????,
sector,import_export,Import/Export,??????? ? ?????,
sector,ngo_un,NGO/UN,?????? ??? ?????? / UN,
sector,mechanic,Mechanic,?????????,
sector,electrician,Electrician,???????,
sector,other,Other,????,
,,7. More than 2 hours,7. More than 2 hours,
income,cash_crop,Income from own cash crop farming,????? ?? ????? ???????? ??????? ??????,
income,livestock_faming,Income from own livestock farming,????? ?? ????? ??????? ??????,
income,sales, Income from rent/business/sales of good or services,  ????? ?? ??????? / ??????? / ?????? ????? ?? ???????,
income,unskilled_labour,Unskilled daily labour / no contract,??????? ??????? ??? ??????? / ?? ???? ???,
income,employment,Formal employment  with contract,????? ?????? ?? ?????,
income,benefits, Government benefits,????? ?? ???????,
income,humanitarian_assistance,Humanitarian assistance,?????? ???????,
income,gifts,Gifts/ remittances,??????? / ????????,
income,borrow,Borrowing/ loans,???????? / ??????,
income,saving,Savings,??????,
,,7. More than 2 hours,7. ???? ?? 2 ????,
reasons_return,security_stable,Security situation in area of origin is stable,????? ?????? ????? ?? ????? ??????,
reasons_return,uxo,Area of origin was cleared of explosive hazards,?? ??? ??????? ?????? ?? ???? ???????,
reasons_return,other_members_returned,Other family / community members have returned,????? ?????? ?? ??????? ??????? ?? ????? ??????? ??? ????? ??????,
reasons_return,livelihood_availability_there,Livelihood options are available there,?????? ??????? ????? ????,
reasons_return,basic_services_availability,"Basic services (water, electricity, health, education, etc.) are available in the area of origin",????? ??????? ???????? ?? ????? ?????? ?? ???? ??????? ???? ?????? ??????,
reasons_return,emotional_desire,Emotional desire to return,?????? ???????? ???????,
reasons_return,secure_house_land,"Necessary to secure personal housing, land and property",????? ????? ?????? ?????? ?????? ??????????,
reasons_return,limited_livelihood_opportunities,Limited livelihood opportunities in area of displacement,??????? ??? ??????? ???????? ?? ????? ??????,
reasons_return,limited_services,Limited services in area of displacement,????? ?????? ?? ????? ??????,
reasons_return,no_safe_in_area_of_displace,Do not feel safe in area of displacement,??? ?????? ??????? ?? ????? ??????,
reasons_return,no_integrated_in_area_of_displace,Do not feel integrated in the area of displacement,??? ?????? ????????? ?? ????? ??????,
reasons_return,facing_eviction,Facing eviction in the area of displacement,?????? ??????? ?? ????? ??????,
reasons_return,forced_security,Forced to return by security actors or civilian authorities,????? ??? ?????? ?? ??? ?????? ??????? ?? ??????? ???????,
reasons_return,fam_released,Family member released from detention,???? ??? ????? ??????? ?? ???????? ?? ?????,
reasons_return,fam_released,Other  ,????,
,,,,
yes_no_hygiene,yes,Yes,???,
yes_no_hygiene,no,No,??,
yes_no_hygiene,refuse_answer,Respondent refuses to answer,???? ?????? ??? ???????,
yes_no_hygiene,refuse_ask,Enumerator refuses to ask,???? ???? ????????? ??? ??????,
,,,,duhok
,,,,duhok
,,,,duhok
cluster,cluster_location_id_0001,0001 (Amedi),0001 (Amedi),duhok
cluster,cluster_location_id_0002,0002 (Aradin),0002 (Aradin),duhok
cluster,cluster_location_id_0003,0003 (Bamarne),0003 (Bamarne),duhok
cluster,cluster_location_id_0004,0004 (Chamanke),0004 (Chamanke),duhok
cluster,cluster_location_id_0005,0005 (Inishke),0005 (Inishke),duhok
cluster,cluster_location_id_0006,0006 (Qadish Collective),0006 (Qadish Collective),duhok
cluster,cluster_location_id_0007,0007 (Sarsink),0007 (Sarsink),duhok
cluster,cluster_location_id_0008,0008 (Mizi Village),0008 (Mizi Village),duhok
cluster,cluster_location_id_0009,0009 (Nahla Area),0009 (Nahla Area),duhok
cluster,cluster_location_id_0010,0010 (Kanika),0010 (Kanika),duhok
cluster,cluster_location_id_0011,0011 (Merstak),0011 (Merstak),duhok
cluster,cluster_location_id_0012,0012 (Bablu),0012 (Bablu),duhok
cluster,cluster_location_id_0013,0013 (Baroshke Complex),0013 (Baroshke Complex),duhok
cluster,cluster_location_id_0014,0014 (Dabin 2),0014 (Dabin 2),duhok
cluster,cluster_location_id_0015,0015 (Eminke),0015 (Eminke),duhok
cluster,cluster_location_id_0016,0016 (Etit),0016 (Etit),duhok
cluster,cluster_location_id_0017,0017 (Khabat Kojar),0017 (Khabat Kojar),duhok
cluster,cluster_location_id_0018,0018 (Masik-1),0018 (Masik-1),duhok
cluster,cluster_location_id_0019,0019 (Mazi),0019 (Mazi),duhok
cluster,cluster_location_id_0020,0020 (Midiya),0020 (Midiya),duhok
cluster,cluster_location_id_0021,0021 (Naor),0021 (Naor),duhok
cluster,cluster_location_id_0022,0022 (Nazarke),0022 (Nazarke),duhok
cluster,cluster_location_id_0023,0023 (Rashanke),0023 (Rashanke),duhok
cluster,cluster_location_id_0024,0024 (Sarheldan),0024 (Sarheldan),duhok
cluster,cluster_location_id_0025,0025 (Shakhke),0025 (Shakhke),duhok
cluster,cluster_location_id_0026,0026 (Shele),0026 (Shele),duhok
cluster,cluster_location_id_0027,0027 (Shindukha),0027 (Shindukha),duhok
cluster,cluster_location_id_0028,0028 (Zawita),0028 (Zawita),duhok
cluster,cluster_location_id_0029,0029 (Avrike),0029 (Avrike),duhok
cluster,cluster_location_id_0030,0030 (Zirka),0030 (Zirka),duhok
cluster,cluster_location_id_0031,0031 (Zozan),0031 (Zozan),duhok
cluster,cluster_location_id_0032,0032 (Avro City),0032 (Avro City),duhok
cluster,cluster_location_id_0033,0033 (Bakhitme),0033 (Bakhitme),duhok
cluster,cluster_location_id_0034,0034 (Basetki),0034 (Basetki),duhok
cluster,cluster_location_id_0035,0035 (Bazalan),0035 (Bazalan),duhok
cluster,cluster_location_id_0036,0036 (Fayda),0036 (Fayda),duhok
cluster,cluster_location_id_0037,0037 (Girsheen),0037 (Girsheen),duhok
cluster,cluster_location_id_0038,0038 (Hawshke),0038 (Hawshke),duhok
cluster,cluster_location_id_0039,0039 (Misereek),0039 (Misereek),duhok
cluster,cluster_location_id_0040,0040 (Seje),0040 (Seje),duhok
cluster,cluster_location_id_0041,0041 (Shariya),0041 (Shariya),duhok
cluster,cluster_location_id_0042,0042 (Domiz-Halat),0042 (Domiz-Halat),duhok
cluster,cluster_location_id_0043,0043 (Kabarto),0043 (Kabarto),duhok
cluster,cluster_location_id_0044,0044 (Khanke Qadima),0044 (Khanke Qadima),duhok
cluster,cluster_location_id_0045,0045 (Kherava),0045 (Kherava),duhok
